catalog,well,plate,order,family,genus,species,date,dates_corr,year,orders
24V285,G3,CDFA_P17,Coleoptera,Staphylinidae,Philonthus,longicornis,10.VIII.1980,1980-08-10,1980,Coleoptera
24V286,H3,CDFA_P17,Coleoptera,Staphylinidae,Philonthus,morosus,04.VII.1981,1981-07-04,1981,Coleoptera
24V287,A4,CDFA_P17,Coleoptera,Staphylinidae,Philonthus,occidentalis,07.VI.1980,1980-06-07,1980,Coleoptera
24V288,B4,CDFA_P17,Coleoptera,Staphylinidae,Philonthus,pettiti,12.VIII.1980,1980-08-12,1980,Coleoptera
24V289,C4,CDFA_P17,Coleoptera,Staphylinidae,Bisnius,sordidus,10.VIII.1983,1983-08-10,1983,Coleoptera
24V290,D4,CDFA_P17,Coleoptera,Staphylinidae,Cafius,canescens,27.V.1981,1981-05-27,1981,Coleoptera
24V291,E4,CDFA_P17,Coleoptera,Staphylinidae,Cafius,femoralis,24.X.1980,1980-10-24,1980,Coleoptera
24V292,F4,CDFA_P17,Coleoptera,Staphylinidae,Cafius,lithocharinus,31.X.1980,1980-10-31,1980,Coleoptera
24V293,G4,CDFA_P17,Coleoptera,Staphylinidae,Cafius,seminitens,24.X.1980,1980-10-24,1980,Coleoptera
24V294,H4,CDFA_P17,Coleoptera,Staphylinidae,Quedius,erythrogaster,07.I.1986,1986-01-07,1986,Coleoptera
24V295,A5,CDFA_P17,Coleoptera,Staphylinidae,Quedius,explanatus,15.XII.1981,1981-12-15,1981,Coleoptera
24V296,B5,CDFA_P17,Coleoptera,Staphylinidae,Quedius,limbifer,25.IX.1981,1981-09-25,1981,Coleoptera
24V297,C5,CDFA_P17,Coleoptera,Staphylinidae,Quedius,limbifer,14.III.1985,1985-03-14,1985,Coleoptera
24V298,D5,CDFA_P17,Coleoptera,Staphylinidae,Tachinus,semirufus,17.X.1984,1984-10-17,1984,Coleoptera
24V299,E5,CDFA_P17,Coleoptera,Staphylinidae,Tachinus,tachyporoides,20.VII.1983,1983-07-20,1983,Coleoptera
24V300,F5,CDFA_P17,Coleoptera,Staphylinidae,Aleochara,arenaria,25.X.1980,1980-10-25,1980,Coleoptera
24V301,G5,CDFA_P17,Coleoptera,Histeridae,Dendrophilus,xavieri,26.VI.2018,2018-06-26,2018,Coleoptera
24V302,H5,CDFA_P17,Coleoptera,Histeridae,Atholus,bimaculatus,04.VIII.2023,2023-08-04,2023,Coleoptera
24V303,A6,CDFA_P17,Coleoptera,Histeridae,Margarinotus,umbilicatus,09.II.1982,1982-02-09,1982,Coleoptera
24V304,B6,CDFA_P17,Coleoptera,Histeridae,Margarinotus,umbrosus,11.IV.2018,2018-04-11,2018,Coleoptera
24V305,C6,CDFA_P17,Coleoptera,Histeridae,Margarinotus,sexstriatus,14.II.2017,2017-02-14,2017,Coleoptera
24V306,D6,CDFA_P17,Coleoptera,Histeridae,Spilodiscus,sellatus,02.VI.2002,2002-06-02,2002,Coleoptera
24V307,E6,CDFA_P17,Coleoptera,Histeridae,Hololepta,vicina,09.VII.2018,2018-07-09,2018,Coleoptera
24V308,F6,CDFA_P17,Coleoptera,Histeridae,Eremosaprinus,unguiculatus,25.IV.1993,1993-04-25,1993,Coleoptera
24V309,G6,CDFA_P17,Coleoptera,Histeridae,Saprinus,lugens,26.IV.2011,2011-04-26,2011,Coleoptera
24V310,H6,CDFA_P17,Coleoptera,Histeridae,Saprinus,oregonensis,26.IV.2011,2011-04-26,2011,Coleoptera
24V311,A7,CDFA_P17,Coleoptera,Histeridae,Xerosaprinus,coerulescens,VII.2022,NA,NA,Coleoptera
24V313,B7,CDFA_P17,Diptera (Brachycera),Calliphoridae,Chrysomya,megacephala,08.VIII.1988,1988-08-08,1988,Diptera
24V315,C7,CDFA_P17,Coleoptera,Lucanidae,Ceruchus,punctatus,20.VII.1983,1983-07-20,1983,Coleoptera
24V321,D7,CDFA_P17,Coleoptera,Lucanidae,Ceruchus,striatus,21.II.1989,1989-02-21,1989,Coleoptera
24V322,E7,CDFA_P17,Coleoptera,Lucanidae,Sinodendron,rugosum,19.VII.2004,2004-07-19,2004,Coleoptera
24V325,F7,CDFA_P17,Coleoptera,Lucanidae,Platycerus,oregonensis,04.V.2004,2004-05-04,2004,Coleoptera
24V333,G7,CDFA_P17,Coleoptera,Lucanidae,Platyceroides,potax,01.VI.2006,2006-06-01,2006,Coleoptera
24V334,H7,CDFA_P17,Coleoptera,Trogidae,Omorgus,suberosus,11.VI.1981,1981-06-11,1981,Coleoptera
24V341,A8,CDFA_P17,Coleoptera,Glaresidae,Glaresis,ecostata,16.IV.1991,1991-04-16,1991,Coleoptera
24V382,B8,CDFA_P17,Coleoptera,Pleocomidae,Pleocoma,behrensi,10.XI.2004,2004-11-10,2004,Coleoptera
24V383,C8,CDFA_P17,Coleoptera,Pleocomidae,Pleocoma,fimbriatus,23.X.2004,2004-10-23,2004,Coleoptera
24V384,D8,CDFA_P17,Coleoptera,Pleocomidae,Pleocoma,marquai,13.XI.1998,1998-11-13,1998,Coleoptera
24V385,E8,CDFA_P17,Coleoptera,Pleocomidae,Pleocoma,rubiginosa transsierrae,26.VI.1989,1989-06-26,1989,Coleoptera
24V386,F8,CDFA_P17,Coleoptera,Pleocomidae,Pleocoma,staff,VII.2009,NA,NA,Coleoptera
24V387,G8,CDFA_P17,Coleoptera,Pleocomidae,Pleocoma,tularensis,09.III.1990,1990-03-09,1990,Coleoptera
24V388,H8,CDFA_P17,Coleoptera,Glaphyridae,Lichnanthe,apina,17.VI.1984,1984-06-17,1984,Coleoptera
24V389,A9,CDFA_P17,Coleoptera,Glaphyridae,Lichnanthe,cooperi,18.VI.2000,2000-06-18,2000,Coleoptera
24V390,B9,CDFA_P17,Coleoptera,Glaphyridae,Lichnanthe,rathvoni,02.VII.2002,2002-07-02,2002,Coleoptera
24V391,C9,CDFA_P17,Coleoptera,Diphyllostomatidae,Diphyllostoma,fimbriata,28.VII.1984,1984-07-28,1984,Coleoptera
24V392,D9,CDFA_P17,Coleoptera,Diphyllostomatidae,Diphyllostoma,linsleyi,02.VII.1989,1989-07-02,1989,Coleoptera
24V393,E9,CDFA_P17,Coleoptera,Diphyllostomatidae,Diphyllostoma,nigricollis,15.IX.2010,2010-09-15,2010,Coleoptera
24V394,F9,CDFA_P17,Coleoptera,Bolboceratidae,Bolbocerastes,imperiallis,18.IX.1998,1998-09-18,1998,Coleoptera
24V395,G9,CDFA_P17,Coleoptera,Ochodaeidae,Cucochodaeus,sparsus,16.IV.1991,1991-04-16,1991,Coleoptera
24V396,H9,CDFA_P17,Coleoptera,Ochodaeidae,Pseudochodaeus,estriatus,15.IX.2010,2010-09-15,2010,Coleoptera
24V397,A10,CDFA_P17,Coleoptera,Ochodaeidae,Xenochodaeus,ulkei,01.VI.1986,1986-06-01,1986,Coleoptera
24V398,B10,CDFA_P17,Coleoptera,Hybosoridae,Hybosorus,illigeri,13.VI.2021,2021-06-13,2021,Coleoptera
24V399,C10,CDFA_P17,Coleoptera,Scarabaeidae,Aphodius,alternatus,13.V.1985,1985-05-13,1985,Coleoptera
24V400,D10,CDFA_P17,Coleoptera,Scarabaeidae,Aphodius,coquilletti,12.IV.1981,1981-04-12,1981,Coleoptera
24V401,E10,CDFA_P17,Coleoptera,Scarabaeidae,Aphodius,fimetarius,07.VI.2023,2023-06-07,2023,Coleoptera
24V402,F10,CDFA_P17,Coleoptera,Scarabaeidae,Aphodius,granarius,22.II.1989,1989-02-22,1989,Coleoptera
24V403,G10,CDFA_P17,Coleoptera,Scarabaeidae,Aphodius,haemorrhoidalis,06.VI.1981,1981-06-06,1981,Coleoptera
24V405,H10,CDFA_P17,Coleoptera,Scarabaeidae,Aphodius,hamatus,04.VII.1980,1980-07-04,1980,Coleoptera
24V406,A11,CDFA_P17,Coleoptera,Scarabaeidae,Aphodius,lividus,15.IX.1997,1997-09-15,1997,Coleoptera
24V409,B11,CDFA_P17,Coleoptera,Scarabaeidae,Aphodius,militaris,15.IV.1987,1987-04-15,1987,Coleoptera
24V410,C11,CDFA_P17,Coleoptera,Scarabaeidae,Cryptoscatomaseter,ochreipennis,19.XII.1994,1994-12-19,1994,Coleoptera
24V415,D11,CDFA_P17,Coleoptera,Scarabaeidae,Aphodius,opacus,28.IV.1992,1992-04-28,1992,Coleoptera
24V420,E11,CDFA_P17,Coleoptera,Scarabaeidae,Aphodius,pseudopardalis,21.XI.1988,1988-11-21,1988,Coleoptera
24V421,F11,CDFA_P17,Coleoptera,Scarabaeidae,Stenotothorax,sparsus,07.I.1986,1986-01-07,1986,Coleoptera
24V422,G11,CDFA_P17,Coleoptera,Scarabaeidae,Aphodius,tuberosus,13.III.1985,1985-03-13,1985,Coleoptera
24V423,H11,CDFA_P17,Coleoptera,Scarabaeidae,Aphodius,vandykei,07.I.1986,1986-01-07,1986,Coleoptera
24V424,A12,CDFA_P17,Coleoptera,Scarabaeidae,Aphodius,vittatus,19.VII.1981,1981-07-19,1981,Coleoptera
24V425,B12,CDFA_P17,Coleoptera,Scarabaeidae,Cryptoscatomaseter,ochreipennis complex,23.XI.1981,1981-11-23,1981,Coleoptera
24V426,C12,CDFA_P17,Coleoptera,Scarabaeidae,Calamosternus,granarius,24.II.1998,1998-02-24,1998,Coleoptera
24V427,D12,CDFA_P17,Coleoptera,Scarabaeidae,Caligodorus,opacus,28.V.2003,2003-05-28,2003,Coleoptera
24V428,E12,CDFA_P17,Coleoptera,Scarabaeidae,Liothorax,sp.,13.VII.1995,1995-07-13,1995,Coleoptera
24V429,F12,CDFA_P17,Coleoptera,Scarabaeidae,Tetraclipeoides,fimbripes,24.VI.1982,1982-06-24,1982,Coleoptera
24V720,A1,CDFA_P21,Diptera (Brachycera),Calliphoridae,Eucalliphora,lilaea,7.I.1983,1983-01-07,1983,Diptera
24V721,B1,CDFA_P21,Diptera (Brachycera),Calliphoridae,Eucalliphora,lilaea,7.I.1983,1983-01-07,1983,Diptera
24V722,C1,CDFA_P21,Diptera (Brachycera),Tachinidae,Athrycia,cinerea,1.VIII.1983,1983-08-01,1983,Diptera
24V723,D1,CDFA_P21,Diptera (Brachycera),Tachinidae,Athrycia,cinerea,3.VIII.1983,1983-08-03,1983,Diptera
24V724,E1,CDFA_P21,Diptera (Brachycera),Therevidae,Acrosathe,vanduzeei,16.VI.1991,1991-06-16,1991,Diptera
24V725,F1,CDFA_P21,Diptera (Brachycera),Therevidae,Acrosathe,vanduzeei,16.VI.1991,1991-06-16,1991,Diptera
24V726,G1,CDFA_P21,Diptera (Brachycera),Therevidae,Acrosathe,vanduzeei,9.V.1987,1987-05-09,1987,Diptera
24V727,H1,CDFA_P21,Diptera (Brachycera),Therevidae,Thereva,flavipilosa,10.X.1986,1986-10-10,1986,Diptera
24V728,A2,CDFA_P21,Diptera (Brachycera),Tachinidae,Uramya,halisidotae,3.I.1991,1991-01-03,1991,Diptera
24V729,B2,CDFA_P21,Diptera (Brachycera),Tachinidae,Allophorocera,NA,20.V.1984,1984-05-20,1984,Diptera
24V730,C2,CDFA_P21,Diptera (Brachycera),Tachinidae,Chetogena,NA,20.VII.1982,1982-07-20,1982,Diptera
24V731,D2,CDFA_P21,Diptera (Brachycera),Tachinidae,Chetogena,NA,20.VII.1982,1982-07-20,1982,Diptera
24V732,E2,CDFA_P21,Diptera (Brachycera),Therevidae,Acrosathe,vialis,2.VII.2002,2002-07-02,2002,Diptera
24V733,F2,CDFA_P21,Diptera (Brachycera),Therevidae,Acrosathe,vialis,2.VII.2002,2002-07-02,2002,Diptera
24V734,G2,CDFA_P21,Diptera (Brachycera),Therevidae,Acrosathe,vialis,2.VII.2002,2002-07-02,2002,Diptera
24V735,H2,CDFA_P21,Diptera (Brachycera),Therevidae,Thereva,fucatoides,3.VIII.1997,1997-08-03,1997,Diptera
24V736,A3,CDFA_P21,Diptera (Brachycera),Tachinidae,Allophorocera,NA,20.V.1984,1984-05-20,1984,Diptera
24V737,B3,CDFA_P21,Diptera (Brachycera),Tachinidae,Chetogena,NA,25.VI.2017,2017-06-25,2017,Diptera
24V738,C3,CDFA_P21,Diptera (Brachycera),Tachinidae,Gonia,NA,3.III.2003,2003-03-03,2003,Diptera
24V739,D3,CDFA_P21,Diptera (Brachycera),Tachinidae,Gonia,NA,22.II.2003,2003-02-22,2003,Diptera
24V740,E3,CDFA_P21,Diptera (Brachycera),Therevidae,Ammonaios,confusus,28.IX.1991,1991-09-28,1991,Diptera
24V741,F3,CDFA_P21,Diptera (Brachycera),Therevidae,Ammonaios,confusus,III.1989,NA,NA,Diptera
24V742,G3,CDFA_P21,Diptera (Brachycera),Therevidae,Ammonaios,confusus,III.1989,NA,NA,Diptera
24V743,H3,CDFA_P21,Diptera (Brachycera),Therevidae,Thereva,fucatoides,3.VIII.1997,1997-08-03,1997,Diptera
24V744,A4,CDFA_P21,Diptera (Brachycera),Tachinidae,Xanthophyto,NA,29.VI.1979,1979-06-29,1979,Diptera
24V745,B4,CDFA_P21,Diptera (Brachycera),Tachinidae,Tachina,NA,1.VII.1989,1989-07-01,1989,Diptera
24V746,C4,CDFA_P21,Diptera (Brachycera),Tachinidae,Tachina,NA,13.VIII.1984,1984-08-13,1984,Diptera
24V747,D4,CDFA_P21,Diptera (Brachycera),Tachinidae,Protodejeania,NA,3.IX.2006,2006-09-03,2006,Diptera
24V748,E4,CDFA_P21,Diptera (Brachycera),Therevidae,Arenigena,marcida,30.V.2008,2008-05-30,2008,Diptera
24V749,F4,CDFA_P21,Diptera (Brachycera),Therevidae,Arenigena,marcida,2.V.2008,2008-05-02,2008,Diptera
24V750,G4,CDFA_P21,Diptera (Brachycera),Therevidae,Arenigena,marcida,30.IV.1982,1982-04-30,1982,Diptera
24V751,H4,CDFA_P21,Diptera (Brachycera),Therevidae,Thereva,NA,25.X.2010,2010-10-25,2010,Diptera
24V752,A5,CDFA_P21,Diptera (Brachycera),Tachinidae,Gymnosoma,NA,25.IV.2002,2002-04-25,2002,Diptera
24V753,B5,CDFA_P21,Diptera (Brachycera),Tachinidae,Cylindromyia,nana,7.X.2010,2010-10-07,2010,Diptera
24V754,C5,CDFA_P21,Diptera (Brachycera),Tachinidae,Deopalpus,NA,3.IX.2006,2006-09-03,2006,Diptera
24V755,D5,CDFA_P21,Diptera (Brachycera),Tachinidae,Deopalpus,NA,3.IX.2006,2006-09-03,2006,Diptera
24V756,E5,CDFA_P21,Diptera (Brachycera),Therevidae,Pandivirilia,montivaga,22.VI.2006,2006-06-22,2006,Diptera
24V757,F5,CDFA_P21,Diptera (Brachycera),Therevidae,Pandivirilia,montivaga,7.VI.2003,2003-06-07,2003,Diptera
24V758,G5,CDFA_P21,Diptera (Brachycera),Therevidae,Pandivirilia,montivaga,7.VI.2003,2003-06-07,2003,Diptera
24V759,H5,CDFA_P21,Diptera (Brachycera),Therevidae,Thereva,NA,25.X.2010,2010-10-25,2010,Diptera
24V760,A6,CDFA_P21,Diptera (Brachycera),Tachinidae,Trichopoda,NA,17.VI.1984,1984-06-17,1984,Diptera
24V761,B6,CDFA_P21,Diptera (Brachycera),Tachinidae,Trichopoda,NA,17.VI.1984,1984-06-17,1984,Diptera
24V764,C6,CDFA_P21,Diptera (Brachycera),Tachinidae,Protodejeania,NA,17.VI.1997,1997-06-17,1997,Diptera
24V765,D6,CDFA_P21,Diptera (Brachycera),Tachinidae,Xanthophyto,NA,29.VI.1979,1979-06-29,1979,Diptera
24V767,E6,CDFA_P21,Diptera (Brachycera),Therevidae,Pandivirilia,NA,23.VI.2011,2011-06-23,2011,Diptera
24V769,F6,CDFA_P21,Diptera (Brachycera),Therevidae,Pandivirilia,NA,22.VI.2006,2006-06-22,2006,Diptera
24V770,G6,CDFA_P21,Diptera (Brachycera),Therevidae,Pandivirilia,NA,26.VI.2010,2010-06-26,2010,Diptera
24V771,H6,CDFA_P21,Diptera (Brachycera),Therevidae,Thereva,NA,25.VIII.2007,2007-08-25,2007,Diptera
24V774,A7,CDFA_P21,Diptera (Brachycera),Tachinidae,Paradejeania,rutilioides,28.IX.2001,2001-09-28,2001,Diptera
24V775,B7,CDFA_P21,Diptera (Brachycera),Tachinidae,Bombyliomyia,NA,11.IV.2011,2011-04-11,2011,Diptera
24V776,C7,CDFA_P21,Diptera (Brachycera),Tachinidae,Tachina,NA,2.VII.2002,2002-07-02,2002,Diptera
24V777,D7,CDFA_P21,Diptera (Brachycera),Tachinidae,Tachina,NA,5.X.1985,1985-10-05,1985,Diptera
24V778,E7,CDFA_P21,Diptera (Brachycera),Therevidae,Tabuda,planiceps,29.VI.1994,1994-06-29,1994,Diptera
24V779,F7,CDFA_P21,Diptera (Brachycera),Therevidae,Tabuda,planiceps,20.IV.2003,2003-04-20,2003,Diptera
24V780,G7,CDFA_P21,Diptera (Brachycera),Therevidae,Tabuda,planiceps,7.IV.1987,1987-04-07,1987,Diptera
24V781,H7,CDFA_P21,Diptera (Brachycera),Therevidae,Tabuda,NA,26.VI.2010,2010-06-26,2010,Diptera
24V782,A8,CDFA_P21,Diptera (Brachycera),Tachinidae,Peleteria,NA,7.X.2010,2010-10-07,2010,Diptera
24V783,B8,CDFA_P21,Diptera (Brachycera),Tachinidae,Peleteria,NA,3.IX.2006,2006-09-03,2006,Diptera
24V784,C8,CDFA_P21,Diptera (Brachycera),Tachinidae,Peleteria,NA,3.IX.2006,2006-09-03,2006,Diptera
24V785,D8,CDFA_P21,Diptera (Brachycera),Tachinidae,Archytas,californica,2.X.1999,1999-10-02,1999,Diptera
24V786,E8,CDFA_P21,Diptera (Brachycera),Therevidae,Thereva,fucata,15.IX.1984,1984-09-15,1984,Diptera
24V787,F8,CDFA_P21,Diptera (Brachycera),Therevidae,Thereva,fucata,15.IX.1984,1984-09-15,1984,Diptera
24V788,G8,CDFA_P21,Diptera (Brachycera),Therevidae,Thereva,fucata,15.IX.1984,1984-09-15,1984,Diptera
24V789,H8,CDFA_P21,Diptera (Brachycera),Therevidae,Thereva,comata,23.VI.1994,1994-06-23,1994,Diptera
24V791,A9,CDFA_P21,Diptera (Brachycera),Sciomyzidae,Sepedon,pacifica,24.III.2003,2003-03-24,2003,Diptera
24V792,B9,CDFA_P21,Diptera (Brachycera),Sciomyzidae,Sepedon,pacifica,24.III.2003,2003-03-24,2003,Diptera
24V793,C9,CDFA_P21,Diptera (Brachycera),Sciomyzidae,Sepedon,pacifica,24.III.2003,2003-03-24,2003,Diptera
24V794,D9,CDFA_P21,Diptera (Brachycera),Conopidae,Myopa,curticornis,7.VI.2003,2003-06-07,2003,Diptera
24V795,E9,CDFA_P21,Diptera (Brachycera),Therevidae,Thereva,hirticeps,31.V.2002,2002-05-31,2002,Diptera
24V796,F9,CDFA_P21,Diptera (Brachycera),Therevidae,Thereva,hirticeps,31.V.2002,2002-05-31,2002,Diptera
24V797,G9,CDFA_P21,Diptera (Brachycera),Therevidae,Thereva,hirticeps,1.VII.1988,1988-07-01,1988,Diptera
24V798,H9,CDFA_P21,Diptera (Brachycera),Therevidae,Thereva,NA,14.VIII.2006,2006-08-14,2006,Diptera
24V799,A10,CDFA_P21,Diptera (Brachycera),Sciomyzidae,Limnia,severa,5.VII.1985,1985-07-05,1985,Diptera
24V800,B10,CDFA_P21,Diptera (Brachycera),Sciomyzidae,Limnia,severa,5.VII.1985,1985-07-05,1985,Diptera
24V801,C10,CDFA_P21,Diptera (Brachycera),Sciomyzidae,Limnia,severa,5.VII.1985,1985-07-05,1985,Diptera
24V802,D10,CDFA_P21,Diptera (Brachycera),Conopidae,Physocephala,texana,20.VIII.1998,1998-08-20,1998,Diptera
24V803,E10,CDFA_P21,Diptera (Brachycera),Therevidae,Thereva,NA,1.X.2005,2005-10-01,2005,Diptera
24V804,F10,CDFA_P21,Diptera (Brachycera),Therevidae,Thereva,NA,10.VII.2008,2008-07-10,2008,Diptera
24V805,G10,CDFA_P21,Diptera (Brachycera),Therevidae,Thereva,niveipennis,12.IX.2011,2011-09-12,2011,Diptera
24V806,H10,CDFA_P21,Diptera (Brachycera),Apioceridae,Apiocera,interrupta,30.VIII.1982,1982-08-30,1982,Diptera
24V807,A11,CDFA_P21,Diptera (Brachycera),Conopidae,Myopa,minor,4.IV.1999,1999-04-04,1999,Diptera
24V808,B11,CDFA_P21,Diptera (Brachycera),Conopidae,Myopa,minor,4.IV.1999,1999-04-04,1999,Diptera
24V809,C11,CDFA_P21,Diptera (Brachycera),Conopidae,Myopa,occulta,11.VII.1995,1995-07-11,1995,Diptera
24V810,D11,CDFA_P21,Diptera (Brachycera),Conopidae,Myopa,occulta,29.VI.1995,1995-06-29,1995,Diptera
24V811,E11,CDFA_P21,Diptera (Brachycera),Mydidae,Pseudonomoneura,nelsoni,20.IX.1982,1982-09-20,1982,Diptera
24V812,F11,CDFA_P21,Diptera (Brachycera),Mydidae,Pseudonomoneura,nelsoni,30.VIII.1982,1982-08-30,1982,Diptera
24V813,G11,CDFA_P21,Diptera (Brachycera),Mydidae,Pseudonomoneura,nelsoni,30.VIII.1982,1982-08-30,1982,Diptera
24V814,H11,CDFA_P21,Diptera (Brachycera),Mydidae,Pseudonomoneura,tinkhami,3.VIII.1980,1980-08-03,1980,Diptera
24V815,A12,CDFA_P21,Diptera (Brachycera),Conopidae,Physocephala,burgessi,13.VI.1984,1984-06-13,1984,Diptera
24V816,B12,CDFA_P21,Diptera (Brachycera),Conopidae,Physocephala,burgessi,13.VI.1984,1984-06-13,1984,Diptera
24V818,C12,CDFA_P21,Diptera (Brachycera),Conopidae,Physocephala,texana,28.VIII.1998,1998-08-28,1998,Diptera
24V819,D12,CDFA_P21,Diptera (Brachycera),Conopidae,Physocephala,texana,9.VII.2005,2005-07-09,2005,Diptera
24V820,E12,CDFA_P21,Diptera (Brachycera),Mydidae,Pseudonomoneura,tinkhami,3.VIII.1980,1980-08-03,1980,Diptera
24V821,F12,CDFA_P21,Diptera (Brachycera),Mydidae,Pseudonomoneura,tinkhami,3.VIII.1980,1980-08-03,1980,Diptera
24V822,A1,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,acuta,18.VII.1995,1995-07-18,1995,Coleoptera
24V823,B1,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,alicia,06.IX.1993,1993-09-06,1993,Coleoptera
24V824,C1,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,alpina,10.VI.1996,1996-06-10,1996,Coleoptera
24V825,D1,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,angelica,05.VI.2015,2015-06-05,2015,Coleoptera
24V826,E1,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,angelica,21.IV.2014,2014-04-21,2014,Coleoptera
24V827,F1,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,aurora,26.VI.1993,1993-06-26,1993,Coleoptera
24V828,G1,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,bacchariphaga,14.VIII.1982,1982-08-14,1982,Coleoptera
24V829,H1,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,connexa,24.V.2006,2006-05-24,2006,Coleoptera
24V830,A2,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,connexa,18.V.2016,2016-05-18,2016,Coleoptera
24V831,B2,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,constrictinotum,01.VII.1989,1989-07-01,1989,Coleoptera
24V832,C2,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,cribricollis,06.V.1989,1989-05-06,1989,Coleoptera
24V833,D2,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,deviata,23.VI.1982,1982-06-23,1982,Coleoptera
24V834,E2,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,diffusa,11.V.2016,2016-05-11,2016,Coleoptera
24V835,F2,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,dolorosa liberta,16.VII.2004,2004-07-16,2004,Coleoptera
24V836,G2,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,fenyesi,04.VI.2002,2002-06-04,2002,Coleoptera
24V837,H2,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,gibbula,12.III.2005,2005-03-12,2005,Coleoptera
24V838,A3,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,hepburnii,22.V.2007,2007-05-22,2007,Coleoptera
24V839,B3,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,idahoensis,10.VII.2012,2012-07-10,2012,Coleoptera
24V840,C3,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,inopinata,23.V.1982,1982-05-23,1982,Coleoptera
24V841,D3,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,labyrinthica,14.III.1988,1988-03-14,1988,Coleoptera
24V842,E3,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,latiflava latiflava,11.V.1993,1993-05-11,1993,Coleoptera
24V843,F3,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,lupinae,14.IV.1982,1982-04-14,1982,Coleoptera
24V844,G3,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,mariposa dohrni,19.VI.1986,1986-06-19,1986,Coleoptera
24V845,H3,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,mariposa dohrni,13.VI.1993,1993-06-13,1993,Coleoptera
24V846,A4,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,nelsoni,18.VI.1988,1988-06-18,1988,Coleoptera
24V847,B4,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,nigrovittata,14.III.1988,1988-03-14,1988,Coleoptera
24V848,C4,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,panamintensis,16.VI.1991,1991-06-16,1991,Coleoptera
24V849,D4,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,perlanosa,25.V.1992,1992-05-25,1992,Coleoptera
24V850,E4,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,perlanosa,02.VI.1991,1991-06-02,1991,Coleoptera
24V851,F4,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,plagiaticauda,26.VII.2005,2005-07-26,2005,Coleoptera
24V852,G4,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,plagiaticauda,29.VI.1991,1991-06-29,1991,Coleoptera
24V853,H4,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,prorsa,14.VI.2005,2005-06-14,2005,Coleoptera
24V854,A5,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,pubiventris,08.VIII.1981,1981-08-08,1981,Coleoptera
24V855,B5,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,pubiventris lanata,28.V.1994,1994-05-28,1994,Coleoptera
24V856,C5,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,pubiventris panocheae,31.V.1993,1993-05-31,1993,Coleoptera
24V857,D5,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,pubiventris yumae,16.VI.1987,1987-06-16,1987,Coleoptera
24V858,E5,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,pullata,05.VI.1988,1988-06-05,1988,Coleoptera
24V859,F5,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,robusta,30.V.1992,1992-05-30,1992,Coleoptera
24V860,G5,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,rubrocuprea,31.V.1995,1995-05-31,1995,Coleoptera
24V861,H5,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,serena,09.VII.2002,2002-07-09,2002,Coleoptera
24V862,A6,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,sinuata sexnotata,05.VII.1983,1983-07-05,1983,Coleoptera
24V863,B6,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,simulata,25.VI.1987,1987-06-25,1987,Coleoptera
24V864,C6,CDFA_P22,Coleoptera,Buprestidae,Acmaeodera,sinuata,23.VI.1991,1991-06-23,1991,Coleoptera
