"catalog","order","family","genus","species","date","dates_corr","year","orders"
"CASENT9115562","Coleoptera","Dytiscidae","Oreodytes","sp.","9/24/05",2005-09-24,"2005","Coleoptera"
"CASLOT060929","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","sp.","9/25/05",2005-09-25,"2005","Ephemeroptera"
"CASLOT062379","Ephemeroptera","Leptohyphidae","Tricorythodes","explicatus","9/25/05",2005-09-25,"2005","Ephemeroptera"
"CASLOT064540","Coleoptera","Dytiscidae","Oreodytes","sp.","9/25/05",2005-09-25,"2005","Coleoptera"
"CASLOT062025","Ephemeroptera","Heptageniidae","Nixe","sp.","9/25/05",2005-09-25,"2005","Ephemeroptera"
"CASLOT76672",NA,NA,"Procloeon","venosum","9/25/05",2005-09-25,"2005",NA
"CASLOT064537","Coleoptera","Dytiscidae","Oreodytes","picturatus","9/25/05",2005-09-25,"2005","Coleoptera"
"CASLOT062380","Ephemeroptera","Leptohyphidae","Tricorythodes","explicatus","9/25/05",2005-09-25,"2005","Ephemeroptera"
"CASLOT062258","Diptera","Chironomidae","Rheotanytarsus","sp.","9/25/05",2005-09-25,"2005","Diptera"
"CASLOT062125","Ephemeroptera","Heptageniidae","Epeorus","longimanus","9/25/05",2005-09-25,"2005","Ephemeroptera"
"CASENT9101019","Ephemeroptera","Ephemerellidae","Drunella","flavilinea","9/25/05",2005-09-25,"2005","Ephemeroptera"
"CASLOT75423","Ephemeroptera","Baetidae","Baetis","sp.","9/25/05",2005-09-25,"2005","Ephemeroptera"
"CASLOT062064","Ephemeroptera","Heptageniidae","Epeorus","sp.","9/25/05",2005-09-25,"2005","Ephemeroptera"
"CASENT9116407","Ephemeroptera","Leptohyphidae","Tricorythodes","explicatus","9/25/05",2005-09-25,"2005","Ephemeroptera"
"CASLOT75420","Ephemeroptera","Baetidae","Baetis","sp.","9/25/05",2005-09-25,"2005","Ephemeroptera"
"CASENT9116304","Diptera","Chironomidae","Rheotanytarsus","sp.","9/25/05",2005-09-25,"2005","Diptera"
"CASENT9131125","Diptera","Blephariceridae","Blepharicera","ostensackeni","9/25/05",2005-09-25,"2005","Diptera"
"CASLOT062065","Ephemeroptera","Heptageniidae","Epeorus","sp.","9/29/05",2005-09-29,"2005","Ephemeroptera"
"CASLOT062180","Ephemeroptera","Heptageniidae","Rhithrogena","sp.","9/29/05",2005-09-29,"2005","Ephemeroptera"
"CASLOT76112","Ephemeroptera","Baetidae","Baetis","tricaudatus","9/29/05",2005-09-29,"2005","Ephemeroptera"
"CASENT9101230","Hymenoptera","Formicidae",NA,NA,"9/29/05",2005-09-29,"2005","Hymenoptera"
"CASENT9130024","Trichoptera","Rhyacophilidae","Rhyacophila","kernada","9/29/05",2005-09-29,"2005","Trichoptera"
"CASENT9116259","Ephemeroptera","Heptageniidae","Rhithrogena","sp.","9/29/05",2005-09-29,"2005","Ephemeroptera"
"CASENT9116222","Ephemeroptera","Heptageniidae","Epeorus","sp.","9/29/05",2005-09-29,"2005","Ephemeroptera"
"CASENT9115543","Coleoptera","Dytiscidae","Oreodytes","picturatus","9/29/05",2005-09-29,"2005","Coleoptera"
"CASLOT76111","Ephemeroptera","Baetidae","Baetis","tricaudatus","9/29/05",2005-09-29,"2005","Ephemeroptera"
"CASENT9130743","Diptera","Limoniidae","Limonia","sp.","9/29/05",2005-09-29,"2005","Diptera"
"CASENT9116305","Diptera","Chironomidae",NA,NA,"9/29/05",2005-09-29,"2005","Diptera"
"CASENT9101231","Hymenoptera","Formicidae",NA,NA,"9/29/05",2005-09-29,"2005","Hymenoptera"
"CASENT9116410","Coleoptera","Dytiscidae","Oreodytes","picturatus","9/29/05",2005-09-29,"2005","Coleoptera"
"CASENT9130705","Trichoptera","Calamoceratidae","Heteroplectron","californicum","9/29/05",2005-09-29,"2005","Trichoptera"
"CASENT9130106",NA,NA,"Parthina","sp.","9/29/05",2005-09-29,"2005",NA
"CASLOT060910","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","sp.","9/29/05",2005-09-29,"2005","Ephemeroptera"
"CASLOT76382","Ephemeroptera","Baetidae","Diphetor","hageni","9/29/05",2005-09-29,"2005","Ephemeroptera"
"CASENT9128163","Ephemeroptera","Baetidae","Baetis","sp.","9/29/05",2005-09-29,"2005","Ephemeroptera"
"CASLOT060911","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","sp.","9/29/05",2005-09-29,"2005","Ephemeroptera"
"CASENT9127859","Ephemeroptera","Baetidae","Diphetor","hageni","9/29/05",2005-09-29,"2005","Ephemeroptera"
"CASLOT75421","Ephemeroptera","Baetidae","Baetis","sp.","9/29/05",2005-09-29,"2005","Ephemeroptera"
"CASENT9130934","Ephemeroptera","Baetidae","Anafroptilum","album","9/29/05",2005-09-29,"2005","Ephemeroptera"
"CASENT9116306","Diptera","Chironomidae",NA,NA,"9/29/05",2005-09-29,"2005","Diptera"
"CASENT9116307","Diptera","Chironomidae",NA,NA,"9/29/05",2005-09-29,"2005","Diptera"
"CASLOT062259","Diptera","Chironomidae","Rheotanytarsus",NA,"9/29/05",2005-09-29,"2005","Diptera"
"CASLOT75386","Ephemeroptera","Baetidae","Baetis","sp.","9/29/05",2005-09-29,"2005","Ephemeroptera"
"CASLOT062067","Ephemeroptera","Heptageniidae","Nixe","sp.","9/29/05",2005-09-29,"2005","Ephemeroptera"
"CASENT9131348","Diptera","Simuliidae","Simulium","vandalicum","9/29/05",2005-09-29,"2005","Diptera"
"CASENT9127860","Ephemeroptera","Baetidae","Diphetor","hageni","9/29/05",2005-09-29,"2005","Ephemeroptera"
"CASENT9116147","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","sp.","9/29/05",2005-09-29,"2005","Ephemeroptera"
"CASENT9116213","Ephemeroptera","Heptageniidae","Leucrocuta","sp.","9/29/05",2005-09-29,"2005","Ephemeroptera"
"CASLOT76674",NA,NA,"Procloeon","venosum","9/29/05",2005-09-29,"2005",NA
"CASLOT76388","Ephemeroptera","Baetidae","Diphetor","hageni","9/29/05",2005-09-29,"2005","Ephemeroptera"
"CASLOT062181","Ephemeroptera","Heptageniidae","Rhithrogena","sp.","10/9/05",2005-10-09,"2005","Ephemeroptera"
"CASLOT062026","Ephemeroptera","Heptageniidae","Nixe","sp.","10/9/05",2005-10-09,"2005","Ephemeroptera"
"CASLOT062482","Ephemeroptera","Ephemerellidae","Serratella","micheneri","10/9/05",2005-10-09,"2005","Ephemeroptera"
"CASLOT75422","Ephemeroptera","Baetidae","Baetis","sp.","10/9/05",2005-10-09,"2005","Ephemeroptera"
"CASENT9101033","Ephemeroptera","Ephemerellidae","Drunella","grandis","10/9/05",2005-10-09,"2005","Ephemeroptera"
"CASLOT060912","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","sp.","10/9/05",2005-10-09,"2005","Ephemeroptera"
"CASENT9116408","Ephemeroptera","Ephemerellidae","Serratella","micheneri","10/9/05",2005-10-09,"2005","Ephemeroptera"
"CASLOT062027","Ephemeroptera","Heptageniidae","Leucrocuta","sp.","10/9/05",2005-10-09,"2005","Ephemeroptera"
"CASENT9130407","Trichoptera","Limnephilidae","Dicosmoecus","pallicornis","10/9/05",2005-10-09,"2005","Trichoptera"
"CASLOT062216","Ephemeroptera","Heptageniidae","Rhithrogena","morrisoni","10/9/05",2005-10-09,"2005","Ephemeroptera"
"CASENT9131069","Trichoptera","Brachycentridae","Brachycentrus","echo","10/9/05",2005-10-09,"2005","Trichoptera"
"CASLOT059112","Ephemeroptera","Ephemerellidae","Drunella","grandis","10/9/05",2005-10-09,"2005","Ephemeroptera"
"CASLOT062483","Ephemeroptera","Ephemerellidae","Serratella","micheneri","10/9/05",2005-10-09,"2005","Ephemeroptera"
"CASLOT062182","Ephemeroptera","Heptageniidae","Rhithrogena","sp.","10/9/05",2005-10-09,"2005","Ephemeroptera"
"CASLOT76115","Ephemeroptera","Baetidae","Baetis","tricaudatus","10/9/05",2005-10-09,"2005","Ephemeroptera"
"CASLOT75473","Ephemeroptera","Ameletidae","Ameletus","sp.","10/9/05",2005-10-09,"2005","Ephemeroptera"
"CASENT9127879","Ephemeroptera","Baetidae","Diphetor","hageni","10/9/05",2005-10-09,"2005","Ephemeroptera"
"CASENT9130923","Trichoptera","Limnephilidae","Dicosmoecus","pallicornis","10/9/05",2005-10-09,"2005","Trichoptera"
"CASENT9132420","Plecoptera","Perlodidae","Perlinodes","aureus","10/8/05",2005-10-08,"2005","Plecoptera"
"CASENT9131440","Trichoptera","Hydropsychidae","Arctopsyche","californica","10/8/05",2005-10-08,"2005","Trichoptera"
"CASLOT059115","Ephemeroptera","Ephemerellidae","Drunella","grandis","10/8/05",2005-10-08,"2005","Ephemeroptera"
"CASLOT059076","Ephemeroptera","Ephemerellidae","Drunella","doddsi","10/8/05",2005-10-08,"2005","Ephemeroptera"
"CASENT9116409","Ephemeroptera","Ephemerellidae","Serratella","micheneri","10/8/05",2005-10-08,"2005","Ephemeroptera"
"CASENT9132765","Coleoptera","Elmidae","Optioservus","quadrimaculatus","10/8/05",2005-10-08,"2005","Coleoptera"
"CASLOT062183","Ephemeroptera","Heptageniidae","Rhithrogena","sp.","10/8/05",2005-10-08,"2005","Ephemeroptera"
"CASLOT062066","Ephemeroptera","Heptageniidae","Epeorus","sp.","10/8/05",2005-10-08,"2005","Ephemeroptera"
"CASLOT76104","Ephemeroptera","Baetidae","Baetis","tricaudatus","10/8/05",2005-10-08,"2005","Ephemeroptera"
"CASENT9132598","Plecoptera","Perlodidae","Perlinodes","aureus","10/8/05",2005-10-08,"2005","Plecoptera"
"CASENT9132338","Coleoptera","Elmidae","Optioservus","quadrimaculatus","10/8/05",2005-10-08,"2005","Coleoptera"
"CASLOT059077","Ephemeroptera","Ephemerellidae","Drunella","doddsi","10/8/05",2005-10-08,"2005","Ephemeroptera"
"CASENT9101037","Ephemeroptera","Ephemerellidae","Drunella","grandis","10/8/05",2005-10-08,"2005","Ephemeroptera"
"CASLOT062484","Ephemeroptera","Ephemerellidae","Serratella","micheneri","10/8/05",2005-10-08,"2005","Ephemeroptera"
"CASLOT062184","Ephemeroptera","Heptageniidae","Rhithrogena","sp.","10/8/05",2005-10-08,"2005","Ephemeroptera"
"CASLOT062215","Ephemeroptera","Heptageniidae","Leucrocuta","sp.","10/8/05",2005-10-08,"2005","Ephemeroptera"
"CASENT9128182","Ephemeroptera","Ameletidae","Ameletus","sp.","10/8/05",2005-10-08,"2005","Ephemeroptera"
"CASLOT75437","Ephemeroptera","Baetidae","Baetis","sp.","10/8/05",2005-10-08,"2005","Ephemeroptera"
"CASENT9116308","Diptera","Chironomidae","Rheotanytarsus","sp.","10/8/05",2005-10-08,"2005","Diptera"
"CASENT9130930","Trichoptera","Hydropsychidae","Arctopsyche","californica","10/8/05",2005-10-08,"2005","Trichoptera"
"CASLOT062786","Diptera","Simuliidae","Simulium","hunteri","10/8/05",2005-10-08,"2005","Diptera"
"CASENT9130949","Diptera","Simuliidae","Simulium","hunteri","10/8/05",2005-10-08,"2005","Diptera"
"CASENT9101314","Ephemeroptera","Heptageniidae","Ironodes","sp.","4/29/05",2005-04-29,"2005","Ephemeroptera"
"CASLOT062068","Ephemeroptera","Heptageniidae","Epeorus","sp.","4/29/05",2005-04-29,"2005","Ephemeroptera"
"CASLOT062485","Ephemeroptera","Ephemerellidae","Serratella","teresa","4/29/05",2005-04-29,"2005","Ephemeroptera"
"CASLOT75456","Ephemeroptera","Ameletidae","Ameletus","sp.","4/29/05",2005-04-29,"2005","Ephemeroptera"
"CASLOT059103","Ephemeroptera","Ephemerellidae","Drunella","flavilinea","4/29/05",2005-04-29,"2005","Ephemeroptera"
"CASENT9127901","Ephemeroptera","Baetidae","Baetis","sp.","4/29/05",2005-04-29,"2005","Ephemeroptera"
"CASENT9130071","Diptera","Simuliidae","Simulium","hunteri","4/29/05",2005-04-29,"2005","Diptera"
"CASENT9131227","Diptera","Simuliidae","Simulium","hunteri","4/29/05",2005-04-29,"2005","Diptera"
"CASLOT060913","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","sp.","4/29/05",2005-04-29,"2005","Ephemeroptera"
"CASLOT062486","Ephemeroptera","Ephemerellidae","Ephemerella","maculata","4/29/05",2005-04-29,"2005","Ephemeroptera"
"CASLOT76676",NA,NA,"Procloeon","venosum","4/29/05",2005-04-29,"2005",NA
"CASLOT060864","Lepidoptera","Crambidae","Petrophila","confusalis","8/3/05",2005-08-03,"2005","Lepidoptera"
"CASLOT060854","Lepidoptera","Crambidae","Petrophila","confusalis","8/3/05",2005-08-03,"2005","Lepidoptera"
"CASLOT060596","Ephemeroptera","Isonychiidae","Isonychia","velma","8/3/05",2005-08-03,"2005","Ephemeroptera"
"CASENT9116047","Trichoptera","Hydropsychidae","Cheumatopsyche","sp.","8/3/05",2005-08-03,"2005","Trichoptera"
"CASENT9132739","Coleoptera","Elmidae","Optioservus","quadrimaculatus","8/3/05",2005-08-03,"2005","Coleoptera"
"CASLOT062069","Ephemeroptera","Heptageniidae","Epeorus","sp.","8/3/05",2005-08-03,"2005","Ephemeroptera"
"CASLOT062487","Ephemeroptera","Leptohyphidae","Tricorythodes","explicatus","8/3/05",2005-08-03,"2005","Ephemeroptera"
"CASENT9130678","Trichoptera","Hydroptilidae","Leucotrichia","pictipes","8/3/05",2005-08-03,"2005","Trichoptera"
"CASLOT76384","Ephemeroptera","Baetidae","Diphetor","hageni","8/3/05",2005-08-03,"2005","Ephemeroptera"
"CASLOT76336","Ephemeroptera","Baetidae","Baetis","tricaudatus","8/3/05",2005-08-03,"2005","Ephemeroptera"
"CASLOT062260","Diptera","Chironomidae","Rheotanytarsus","sp.","8/3/05",2005-08-03,"2005","Diptera"
"CASENT9132988","Coleoptera","Elmidae","Optioservus","sp.","8/3/05",2005-08-03,"2005","Coleoptera"
"CASENT9131605","Odonata","Gomphidae","Ophiogomphus","sp.","8/3/05",2005-08-03,"2005","Odonata"
"CASLOT062389","Ephemeroptera","Leptohyphidae","Tricorythodes","explicatus","8/3/05",2005-08-03,"2005","Ephemeroptera"
"CASENT9131260","Odonata","Calopterygidae","Hetaerina","americana","8/3/05",2005-08-03,"2005","Odonata"
"CASLOT060850","Lepidoptera","Crambidae","Petrophila","confusalis","8/3/05",2005-08-03,"2005","Lepidoptera"
"CASENT9130818","Trichoptera","Leptoceridae","Nectopsyche","sp.","8/3/05",2005-08-03,"2005","Trichoptera"
"CASENT9115721","Coleoptera","Dytiscidae","Stictotarsus","deceptus","8/3/05",2005-08-03,"2005","Coleoptera"
"CASENT9130802","Hemiptera","Naucoridae","Ambrysus","californicus","8/3/05",2005-08-03,"2005","Hemiptera"
"CASENT9131098","Odonata","Lestidae","Archilestes","grandis","8/3/05",2005-08-03,"2005","Odonata"
"CASLOT76673",NA,NA,"Procloeon","venosum","8/3/05",2005-08-03,"2005",NA
"CASLOT76128","Ephemeroptera","Baetidae","Callibaetis","sp.","8/3/05",2005-08-03,"2005","Ephemeroptera"
"CASLOT062261","Diptera","Chironomidae",NA,NA,"8/3/05",2005-08-03,"2005","Diptera"
"CASLOT062262","Diptera","Chironomidae",NA,NA,"8/3/05",2005-08-03,"2005","Diptera"
"CASENT9132737","Coleoptera","Elmidae","Optioservus","seriatus","8/3/05",2005-08-03,"2005","Coleoptera"
"CASENT9116214","Ephemeroptera","Heptageniidae","Nixe","sp.","8/3/05",2005-08-03,"2005","Ephemeroptera"
"CASLOT060914","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","sp.","8/3/05",2005-08-03,"2005","Ephemeroptera"
"CASLOT76684",NA,NA,"Procloeon","venosum","8/3/05",2005-08-03,"2005",NA
"CASENT9115544","Coleoptera","Dytiscidae","Oreodytes","picturatus","8/3/05",2005-08-03,"2005","Coleoptera"
"CASENT9115563","Coleoptera","Dytiscidae","Oreodytes","sp.","8/3/05",2005-08-03,"2005","Coleoptera"
"CASENT9130828","Hemiptera","Corixidae","Corisella","inscripta","7/30/05",2005-07-30,"2005","Hemiptera"
"CASENT9130813","Hemiptera","Gerridae","Gerris","incognitus","7/30/05",2005-07-30,"2005","Hemiptera"
"CASENT9131194","Hemiptera","Notonectidae","Notonecta","unifasciata","7/30/05",2005-07-30,"2005","Hemiptera"
"CASLOT062388","Ephemeroptera","Leptohyphidae","Tricorythodes","explicatus","9/22/05",2005-09-22,"2005","Ephemeroptera"
"CASLOT75447","Ephemeroptera","Baetidae","Centroptilum","sp.","10/28/05",2005-10-28,"2005","Ephemeroptera"
"CASLOT75411","Ephemeroptera","Baetidae","Centroptilum","sp.","10/28/05",2005-10-28,"2005","Ephemeroptera"
"CASENT9128151","Ephemeroptera","Baetidae","Centroptilum","sp.","10/28/05",2005-10-28,"2005","Ephemeroptera"
"CASLOT75383","Ephemeroptera","Baetidae","Baetis","alius","10/28/05",2005-10-28,"2005","Ephemeroptera"
"CASENT9116148","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","helena","10/28/05",2005-10-28,"2005","Ephemeroptera"
"CASENT9128181","Ephemeroptera","Baetidae","Centroptilum","sp.","10/28/05",2005-10-28,"2005","Ephemeroptera"
"CASENT9116149","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","helena","11/17/05",2005-11-17,"2005","Ephemeroptera"
"CASENT9116150","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","helena","10/26/05",2005-10-26,"2005","Ephemeroptera"
"CASENT9130709","Hemiptera","Macroveliidae","Macrovelia","hornii","7/22/05",2005-07-22,"2005","Hemiptera"
"CASENT9131126","Hemiptera","Notonectidae","Notonecta","kirbyi","7/22/05",2005-07-22,"2005","Hemiptera"
"CASLOT064591","Coleoptera","Dytiscidae","Agabus","sp.","7/22/05",2005-07-22,"2005","Coleoptera"
"CASLOT062028","Ephemeroptera","Heptageniidae","Nixe","sp.","8/4/05",2005-08-04,"2005","Ephemeroptera"
"CASENT9130940","Trichoptera","Glossosomatidae","Protoptila","coloma","8/4/05",2005-08-04,"2005","Trichoptera"
"CASLOT062387","Ephemeroptera","Ephemerellidae","Ephemerella","excrucians","8/4/05",2005-08-04,"2005","Ephemeroptera"
"CASLOT062386","Ephemeroptera","Ephemerellidae","Ephemerella","maculata","8/4/05",2005-08-04,"2005","Ephemeroptera"
"CASLOT75417","Ephemeroptera","Baetidae","Baetis","sp.","8/4/05",2005-08-04,"2005","Ephemeroptera"
"CASENT9101241",NA,"Insecta",NA,NA,"8/4/05",2005-08-04,"2005",NA
"CASENT9132222","Plecoptera","Perlodidae","Baumanella","alameda","3/21/05",2005-03-21,"2005","Plecoptera"
"CASLOT060915","Ephemeroptera","Siphlonuridae","Siphlonurus","occidentalis","3/21/05",2005-03-21,"2005","Ephemeroptera"
"CASLOT064551","Coleoptera","Dytiscidae","Stictotarsus","sp.","3/21/05",2005-03-21,"2005","Coleoptera"
"CASENT9115710","Coleoptera","Dytiscidae","Stictotarsus","striatellus","3/21/05",2005-03-21,"2005","Coleoptera"
"CASENT9132034","Plecoptera","Perlodidae","Baumanella","alameda","3/21/05",2005-03-21,"2005","Plecoptera"
"CASLOT062385","Ephemeroptera","Ephemerellidae","Ephemerella","maculata","3/21/05",2005-03-21,"2005","Ephemeroptera"
"CASENT9130976","Ephemeroptera","Baetidae","Baetis","tricaudatus","3/21/05",2005-03-21,"2005","Ephemeroptera"
"CASLOT060916","Ephemeroptera","Siphlonuridae","Siphlonurus","occidentalis","3/21/05",2005-03-21,"2005","Ephemeroptera"
"CASLOT062384","Ephemeroptera","Ephemerellidae","Ephemerella","maculata","3/21/05",2005-03-21,"2005","Ephemeroptera"
"CASENT9131425","Ephemeroptera","Baetidae","Baetis","tricaudatus","3/21/05",2005-03-21,"2005","Ephemeroptera"
"CASLOT064587","Coleoptera","Dytiscidae","Agabus","sp.","3/21/05",2005-03-21,"2005","Coleoptera"
"CASLOT060917","Ephemeroptera","Siphlonuridae","Siphlonurus","occidentalis","3/21/05",2005-03-21,"2005","Ephemeroptera"
"CASLOT062383","Ephemeroptera","Ephemerellidae","Ephemerella","maculata","3/21/05",2005-03-21,"2005","Ephemeroptera"
"CASLOT064524","Coleoptera","Dytiscidae","Stictotarsus","striatellus","3/21/05",2005-03-21,"2005","Coleoptera"
"CASLOT064531","Coleoptera","Dytiscidae","Stictotarsus","sp.","3/21/05",2005-03-21,"2005","Coleoptera"
"CASENT9131184","Hemiptera","Corixidae",NA,NA,"3/21/05",2005-03-21,"2005","Hemiptera"
"CASLOT76663",NA,NA,"Procloeon","venosum","8/27/05",2005-08-27,"2005",NA
"CASLOT060918","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","sp.","8/27/05",2005-08-27,"2005","Ephemeroptera"
"CASENT9128184","Ephemeroptera","Ameletidae","Ameletus","sp.","8/27/05",2005-08-27,"2005","Ephemeroptera"
"CASENT9116223","Ephemeroptera","Heptageniidae","Epeorus","sp.","8/27/05",2005-08-27,"2005","Ephemeroptera"
"CASLOT062029","Ephemeroptera","Heptageniidae","Nixe","sp.","8/27/05",2005-08-27,"2005","Ephemeroptera"
"CASLOT059165","Ephemeroptera","Heptageniidae","Cinygma","sp.","8/27/05",2005-08-27,"2005","Ephemeroptera"
"CASENT9130537","Ephemeroptera","Ephemerellidae","Attenella","delantala","8/27/05",2005-08-27,"2005","Ephemeroptera"
"CASENT9130511","Ephemeroptera","Caenidae","Caenis","sp.","8/27/05",2005-08-27,"2005","Ephemeroptera"
"CASLOT062070","Ephemeroptera","Heptageniidae","Epeorus","sp.","8/27/05",2005-08-27,"2005","Ephemeroptera"
"CASENT9116260","Ephemeroptera","Heptageniidae","Rhithrogena","sp.","8/27/05",2005-08-27,"2005","Ephemeroptera"
"CASENT9130912","Diptera","Blephariceridae","Bibiocephala","nigripes","8/27/05",2005-08-27,"2005","Diptera"
"CASENT9132627","Plecoptera","Perlodidae","Perlinodes","aureus","8/27/05",2005-08-27,"2005","Plecoptera"
"CASENT9132722","Coleoptera","Hydrophilidae","Laccobius","sp.","8/4/05",2005-08-04,"2005","Coleoptera"
"CASENT9132211","Coleoptera","Hydrophilidae","Berosus","metalliceps","8/4/05",2005-08-04,"2005","Coleoptera"
"CASENT9131080","Coleoptera","Hydraenidae","Ochthebius","rectus","8/4/05",2005-08-04,"2005","Coleoptera"
"CASENT9130909","Hemiptera","Saldidae",NA,NA,"8/4/05",2005-08-04,"2005","Hemiptera"
"CASLOT062263","Diptera","Chironomidae",NA,NA,"8/4/05",2005-08-04,"2005","Diptera"
"CASENT9132044","Diptera","Stratiomyidae","Stratiomys","sp.","8/4/05",2005-08-04,"2005","Diptera"
"CASENT9132004","Coleoptera","Hydrophilidae","Berosus","metalliceps","8/4/05",2005-08-04,"2005","Coleoptera"
"CASENT9132659","Coleoptera","Hydrophilidae","Laccobius","sp.","8/4/05",2005-08-04,"2005","Coleoptera"
"CASLOT062264","Diptera","Chironomidae",NA,NA,"8/4/05",2005-08-04,"2005","Diptera"
"CASENT9132066","Coleoptera","Elmidae","Optioservus","quadrimaculatus","7/25/05",2005-07-25,"2005","Coleoptera"
"CASLOT062265","Diptera","Chironomidae","Rheotanytarsus","sp.","7/25/05",2005-07-25,"2005","Diptera"
"CASLOT062030","Ephemeroptera","Heptageniidae","Nixe","sp.","7/25/05",2005-07-25,"2005","Ephemeroptera"
"CASLOT76378","Ephemeroptera","Baetidae","Diphetor","hageni","7/25/05",2005-07-25,"2005","Ephemeroptera"
"CASLOT75425","Ephemeroptera","Baetidae","Baetis","sp.","7/25/05",2005-07-25,"2005","Ephemeroptera"
"CASENT9131156","Trichoptera","Limnephilidae","Onocosmoecus","sp.","7/25/05",2005-07-25,"2005","Trichoptera"
"CASLOT064533","Coleoptera","Dytiscidae","Oreodytes","abbreviatus","7/25/05",2005-07-25,"2005","Coleoptera"
"CASLOT060919","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","sp.","7/25/05",2005-07-25,"2005","Ephemeroptera"
